first,last,meet_name,meet_date,event,result,wind,feet
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",PV,4.30m,,"14' 1.25"""
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",JT,45.42m,,"149' 0"""
Matthew,Bye,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",1500,5:22.10,,
Matthew,Bye,Valparaiso Beacan Invite,"Apr 30, 2022",110H,14.94,(1.0),
Matthew,Bye,Valparaiso Beacan Invite,"Apr 30, 2022",PV,4.00m,,"13' 1.5"""
Matthew,Bye,Valparaiso Beacan Invite,"Apr 30, 2022",DT,36.91m,,"121' 1"""
Matthew,Bye,Valparaiso Beacan Invite,"Apr 30, 2022",JT,46.22m,,"151' 8"""
Matthew,Bye,Illini Invitational,"Apr 22-23, 2022",110H,15.19,(7.8),
Matthew,Bye,Illini Invitational,"Apr 22-23, 2022",PV,NH,,NH
Matthew,Bye,Illini Invitational,"Apr 22-23, 2022",DT,36.10m,,"118' 5"""
Matthew,Bye,Illini Invitational,"Apr 22-23, 2022",JT,45.79m,,"150' 3"""
Matthew,Bye,2022 Warrior Invitational,"Apr 14, 2022",400,53.98,,
Matthew,Bye,2022 Warrior Invitational,"Apr 14, 2022",LJ,6.30m,(5.9),"20' 8"""
Matthew,Bye,2022 Warrior Invitational,"Apr 14, 2022",JT,46.22m,,"151' 8"""
Matthew,Bye,Marquette Invitational,"Apr 10, 2022",110H,15.01,(6.2),
Matthew,Bye,Marquette Invitational,"Apr 10, 2022",HJ,1.80m,,"5' 10.75"""
Matthew,Bye,Marquette Invitational,"Apr 10, 2022",DT,36.62m,,"120' 2"""
Matthew,Bye,Redbird Invite,"Apr  1- 2, 2022",SP,12.42m,,"40' 9"""
Matthew,Bye,Redbird Invite,"Apr  1- 2, 2022",DT,36.15m,,"118' 7"""
Matthew,Bye,Redbird Invite,"Apr  1- 2, 2022",JT,44.27m,,"145' 3"""
Matthew,Bye,John Tierney Classic,"Jan 29, 2022",HJ,NH,,NH
Matthew,Bye,John Tierney Classic,"Jan 29, 2022",SP,12.24m,,"40' 2"""
Brett,Clevidence,Carius/Gregory Invitational 2022,"May 12-13, 2022",JT,50.09m,,"164' 4"""
Brett,Clevidence,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",JT,52.43m,,"172' 0"""
Brett,Clevidence,Valparaiso Beacan Invite,"Apr 30, 2022",JT,48.84m,,"160' 3"""
Brett,Clevidence,Illini Invitational,"Apr 22-23, 2022",JT,50.96m,,"167' 2"""
Brett,Clevidence,2022 Warrior Invitational,"Apr 14, 2022",JT,46.91m,,"153' 11"""
Brett,Clevidence,Marquette Invitational,"Apr 10, 2022",JT,48.35m,,"158' 7"""
Brett,Clevidence,Redbird Invite,"Apr  1- 2, 2022",JT,48.50m,,"159' 1"""
Brett,Clevidence,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",JT,49.67m,,"162' 11"""
Brett,Clevidence,Valpo Invitational,"May  1, 2021",JT,51.93m,,"170' 4"""
Brett,Clevidence,2021 Green & White Invite,"Apr 24, 2021",JT,48.80m,,"160' 1"""
Brett,Clevidence,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",JT,47.85m,,"157' 0"""
Brett,Clevidence,Big Blue Classic,"Apr  9-10, 2021",JT,49.70m,,"163' 1"""
Brett,Clevidence,Illinois State Redbird Invitational,"Apr  2, 2021",JT,45.88m,,"150' 6"""
Brett,Clevidence,Panther Tune-Up,"Feb 22, 2020",60H,8.74,,
Brett,Clevidence,GVSU Big Meet (Saturday),"Feb 15, 2020",60H,8.78,,
Brett,Clevidence,2020 ONU Invitational,"Feb  1, 2020",60H,8.93,,
Brett,Clevidence,2020 ONU Invitational,"Feb  1, 2020",60H,8.98,,
Brett,Clevidence,Illini Invitational,"Jan 24-25, 2020",60H,8.81,,
Brett,Clevidence,John Tierney Classic,"Jan 18, 2020",60H,8.89,,
Brett,Clevidence,Gene Edmonds Memorial,"Jan 10-11, 2020",60H,8.97,,
Brett,Clevidence,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",JT,47.78m,,"156' 9"""
Brett,Clevidence,2019 Lenny Lyles-Clark Wood Invitational,"Apr 26-27, 2019",JT,44.70m,,"146' 8"""
Brett,Clevidence,Kentucky Track & Field Invitational,"Apr 20, 2019",JT,46.70m,,"153' 2"""
Brett,Clevidence,Illinois Twilight,"Apr 13, 2019",110H,DNS,(1.5),
Brett,Clevidence,Illinois Twilight,"Apr 13, 2019",JT,46.32m,,"152' 0"""
Brett,Clevidence,Jack Shaw Classic,"Apr  5, 2019",110H,16.52,(0.2),
Brett,Clevidence,Jack Shaw Classic,"Apr  5, 2019",JT,50.72m,,"166' 5"""
Brett,Clevidence,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2019",60H,8.55,,
Brett,Clevidence,Panther TuneUp,"Feb 16, 2019",60H,8.76,,
Brett,Clevidence,GVSU Big Meet (Saturday),"Feb  9, 2019",60H,8.75,,
Brett,Clevidence,GVSU Big Meet (Friday),"Feb  8, 2019",60H,8.64,,
Brett,Clevidence,2019 Meyo Invitational,"Feb  1- 2, 2019",60H,8.53,,
Brett,Clevidence,2019 Illini Invitational,"Jan 25-26, 2019",60H,8.64,,
Brett,Clevidence,John Tierney Classic,"Jan 19, 2019",60H,8.57,,
Brett,Clevidence,Badger Icebreaker,"Jan 12, 2019",300,40.31,,
Brett,Clevidence,Badger Icebreaker,"Jan 12, 2019",60H,8.62,,
Brett,Clevidence,Badger Icebreaker,"Jan 12, 2019",60H,8.59,,
Sam,Conger,NCAA West Preliminary Round,"May 25-28, 2022",110H,14.12,(1.2),
Sam,Conger,Illini Invitational,"Apr 22-23, 2022",400H,DNF,,
Sam,Conger,44 Farms Team Invitational,"Apr  8- 9, 2022",110H,14.05,(4.0),
Sam,Conger,44 Farms Team Invitational,"Apr  8- 9, 2022",400H,54.52,,
Sam,Conger,Redbird Invite,"Apr  1- 2, 2022",110H,14.25,(0.1),
Sam,Conger,Redbird Invite,"Apr  1- 2, 2022",110H,14.49,(2.4),
Sam,Conger,Redbird Invite,"Apr  1- 2, 2022",400H,57.97,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60H,7.92,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60H,7.99,,
Sam,Conger,St. Valentines Open,"Feb 18, 2022",60H,8.00,,
Sam,Conger,St. Valentines Open,"Feb 18, 2022",60H,8.02,,
Sam,Conger,GVSU Big Meet-FRIDAY,"Feb 11, 2022",60H,7.94,,
Sam,Conger,GVSU Big Meet-FRIDAY,"Feb 11, 2022",60H,8.04,,
Sam,Conger,Red Hawk Invite,"Feb  5, 2022",200,23.04,,
Sam,Conger,Red Hawk Invite,"Feb  5, 2022",60H,8.00,,
Sam,Conger,Red Hawk Invite,"Feb  5, 2022",60H,8.14,,
Sam,Conger,John Tierney Classic,"Jan 29, 2022",60H,8.01,,
Sam,Conger,John Tierney Classic,"Jan 29, 2022",60H,8.10,,
Sam,Conger,John Tierney Classic,"Jan 29, 2022",4x400,3:28.86,,
Sam,Conger,Hawkeye Invite,"Jan 14-15, 2022",60H,8.03,,
Sam,Conger,Hawkeye Invite,"Jan 14-15, 2022",60H,8.05,,
Sam,Conger,John Kruchoski Open,"May 15, 2021",110H,14.17,(2.8),
Sam,Conger,John Kruchoski Open,"May 15, 2021",110H,14.16,(3.1),
Sam,Conger,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",110H,14.37,(3.0),
Sam,Conger,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",400H,55.35,,
Sam,Conger,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",4x100,42.27,,
Sam,Conger,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",4x400,3:33.95,,
Sam,Conger,Valpo Invitational,"May  1, 2021",110H,14.55,(1.2),
Sam,Conger,Clark Wood Invitational,"Apr 23-24, 2021",110H,14.24,(0.6),
Sam,Conger,Clark Wood Invitational,"Apr 23-24, 2021",110H,14.59,(-0.9),
Sam,Conger,Clark Wood Invitational,"Apr 23-24, 2021",400H,56.77,,
Sam,Conger,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",110H,14.11,(3.3),
Sam,Conger,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",110H,14.71,(-0.7),
Sam,Conger,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",400H,57.29,,
Sam,Conger,Big Blue Classic,"Apr  9-10, 2021",110H,14.31,(2.3),
Sam,Conger,Big Blue Classic,"Apr  9-10, 2021",400H,57.22,,
Sam,Conger,Big Blue Classic,"Apr  9-10, 2021",4x400,3:35.50,,
Sam,Conger,Illinois State Redbird Invitational,"Apr  2, 2021",110H,14.30,(3.8),
Sam,Conger,Illinois State Redbird Invitational,"Apr  2, 2021",400H,56.26,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60H,8.05,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60H,8.07,,
Sam,Conger,UW-Parkside Triangular,"Feb 19-20, 2021",200,23.94,,
Sam,Conger,UW-Parkside Triangular,"Feb 19-20, 2021",55H,7.54,,
Sam,Conger,Panther Tune-Up,"Feb 14, 2021",60H,8.20,,
Sam,Conger,UW-Parkside Triangular,"Feb  5- 6, 2021",200,23.50,,
Sam,Conger,UW-Parkside Triangular,"Feb  5- 6, 2021",55H,7.69,,
Sam,Conger,John Tierney Classic,"Jan 23, 2021",60H,8.16,,
Sam,Conger,John Tierney Classic,"Jan 23, 2021",4x400,3:30.83,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60H,8.09,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60H,8.12,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",4x400,3:21.62,,
Sam,Conger,Panther Tune-Up,"Feb 22, 2020",200,23.03,,
Sam,Conger,Panther Tune-Up,"Feb 22, 2020",60H,8.22,,
Sam,Conger,GVSU Big Meet (Saturday),"Feb 15, 2020",4x400,3:23.42,,
Sam,Conger,GVSU Big Meet Invite (Friday),"Feb 14, 2020",60H,8.11,,
Sam,Conger,GVSU Big Meet Invite (Friday),"Feb 14, 2020",60H,8.22,,
Sam,Conger,2020 Meyo Invitational,"Feb  7- 8, 2020",60H,8.31,,
Sam,Conger,2020 Meyo Invitational,"Feb  7- 8, 2020",60H,8.28,,
Sam,Conger,Illini Invitational,"Jan 24-25, 2020",60H,8.18,,
Sam,Conger,Illini Invitational,"Jan 24-25, 2020",60H,8.22,,
Sam,Conger,John Tierney Classic,"Jan 18, 2020",200,23.40,,
Sam,Conger,John Tierney Classic,"Jan 18, 2020",60H,8.90,,
Sam,Conger,Gene Edmonds Memorial,"Jan 10-11, 2020",60H,8.31,,
Sam,Conger,Gene Edmonds Memorial,"Jan 10-11, 2020",60H,8.32,,
Sam,Conger,Gene Edmonds Memorial,"Jan 10-11, 2020",4x400,3:27.42,,
Sam,Conger,Eagle Open at UW-La Crosse,"May 10, 2019",110H,14.62,(1.1),
Sam,Conger,Eagle Open at UW-La Crosse,"May 10, 2019",110H,14.57,(-0.1),
Sam,Conger,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",110H,14.32,(1.7),
Sam,Conger,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",110H,14.56,(1.5),
Sam,Conger,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",4x100,42.41,,
Sam,Conger,2019 Lenny Lyles-Clark Wood Invitational,"Apr 26-27, 2019",200,22.23,(0.6),
Sam,Conger,2019 Lenny Lyles-Clark Wood Invitational,"Apr 26-27, 2019",110H,14.47,(1.3),
Sam,Conger,2019 Lenny Lyles-Clark Wood Invitational,"Apr 26-27, 2019",110H,14.65,(-2.1),
Sam,Conger,Kentucky Track & Field Invitational,"Apr 20, 2019",200,22.45,(1.1),
Sam,Conger,Kentucky Track & Field Invitational,"Apr 20, 2019",110H,14.98,(0.3),
Sam,Conger,Illinois Twilight,"Apr 13, 2019",200,22.27,(3.2),
Sam,Conger,Illinois Twilight,"Apr 13, 2019",110H,14.65,(1.4),
Sam,Conger,Jack Shaw Classic,"Apr  5, 2019",200,22.46,(0.7),
Sam,Conger,Jack Shaw Classic,"Apr  5, 2019",110H,14.69,(0.2),
Sam,Conger,Jack Shaw Classic,"Apr  5, 2019",4x100,50.53,,
Sam,Conger,2019 Drury Hotels Joey Haines Invite,"Mar 29-30, 2019",110H,14.43,(2.8),
Sam,Conger,2019 Drury Hotels Joey Haines Invite,"Mar 29-30, 2019",4x100,DNF,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2019",200,22.86,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2019",60H,8.28,,
Sam,Conger,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2019",60H,8.23,,
Sam,Conger,Panther TuneUp,"Feb 16, 2019",200,22.98,,
Sam,Conger,Panther TuneUp,"Feb 16, 2019",60H,8.27,,
Sam,Conger,GVSU Big Meet (Saturday),"Feb  9, 2019",60H,8.28,,
Sam,Conger,GVSU Big Meet (Saturday),"Feb  9, 2019",60H,8.31,,
Sam,Conger,GVSU Big Meet (Friday),"Feb  8, 2019",60H,8.22,,
Sam,Conger,2019 Meyo Invitational,"Feb  1- 2, 2019",60H,8.51,,
Sam,Conger,2019 Meyo Invitational,"Feb  1- 2, 2019",60H,8.37,,
Sam,Conger,2019 Illini Invitational,"Jan 25-26, 2019",60H,8.24,,
Sam,Conger,2019 Illini Invitational,"Jan 25-26, 2019",60H,8.31,,
Sam,Conger,John Tierney Classic,"Jan 19, 2019",200,23.01,,
Sam,Conger,John Tierney Classic,"Jan 19, 2019",60H,8.24,,
Sam,Conger,Badger Icebreaker,"Jan 12, 2019",300,36.48,,
Sam,Conger,Badger Icebreaker,"Jan 12, 2019",60H,8.20,,
Sam,Conger,Badger Icebreaker,"Jan 12, 2019",60H,8.28,,
Michael,Gorman,Carius/Gregory Invitational 2022,"May 12-13, 2022",100,10.79,(0.6),
Michael,Gorman,Carius/Gregory Invitational 2022,"May 12-13, 2022",100,10.74,(1.2),
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",100,10.73,(0.3),
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",100,10.65,(0.1),
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",200,22.07,(-0.2),
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",200,21.44,(4.2),
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",4x100,42.29,,
Michael,Gorman,Valparaiso Beacan Invite,"Apr 30, 2022",100,10.68,(1.8),
Michael,Gorman,Illini Invitational,"Apr 22-23, 2022",100,10.45,(5.9),
Michael,Gorman,Illini Invitational,"Apr 22-23, 2022",200,21.39,(5.6),
Michael,Gorman,2022 Warrior Invitational,"Apr 14, 2022",4x100,42.34,,
Michael,Gorman,44 Farms Team Invitational,"Apr  8- 9, 2022",100,10.75,(2.6),
Michael,Gorman,44 Farms Team Invitational,"Apr  8- 9, 2022",200,22.16,(1.2),
Michael,Gorman,Redbird Invite,"Apr  1- 2, 2022",100,10.98,(-0.3),
Michael,Gorman,Redbird Invite,"Apr  1- 2, 2022",100,10.72,(3.4),
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60,6.96,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60,6.90,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",200,21.96,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",200,21.89,,
Michael,Gorman,St. Valentines Open,"Feb 18, 2022",200,22.47,,
Michael,Gorman,John Tierney Classic,"Jan 29, 2022",60,6.99,,
Michael,Gorman,John Gartland Invitational,"Jan 21-22, 2022",60,6.91,,
Michael,Gorman,John Gartland Invitational,"Jan 21-22, 2022",60,6.94,,
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",100,10.72,(2.3),
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",200,22.11,,
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",200,21.83,(1.6),
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",4x100,42.27,,
Michael,Gorman,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",4x400,3:33.95,,
Michael,Gorman,Valpo Invitational,"May  1, 2021",100,10.80,(1.2),
Michael,Gorman,Valpo Invitational,"May  1, 2021",4x100,42.77,,
Michael,Gorman,Clark Wood Invitational,"Apr 23-24, 2021",100,10.94,(1.1),
Michael,Gorman,Clark Wood Invitational,"Apr 23-24, 2021",200,21.88,(1.9),
Michael,Gorman,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",100,DQ,(1.0),
Michael,Gorman,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",200,22.04,(0.3),
Michael,Gorman,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",4x100,DNF,,
Michael,Gorman,Big Blue Classic,"Apr  9-10, 2021",100,10.66,(2.5),
Michael,Gorman,Big Blue Classic,"Apr  9-10, 2021",200,DNS,(0.5),
Michael,Gorman,Big Blue Classic,"Apr  9-10, 2021",4x100,42.54,,
Michael,Gorman,Big Blue Classic,"Apr  9-10, 2021",4x400,3:25.93,,
Michael,Gorman,Illinois State Redbird Invitational,"Apr  2, 2021",100,10.68,(2.8),
Michael,Gorman,Illinois State Redbird Invitational,"Apr  2, 2021",200,DNS,(6.1),
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60,6.85,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60,6.85,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",200,22.14,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",200,22.32,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",4x400,3:24.93,,
Michael,Gorman,UW-Parkside Triangular,"Feb 19-20, 2021",55,6.34,,
Michael,Gorman,Panther Tune-Up,"Feb 14, 2021",60,6.89,,
Michael,Gorman,Panther Tune-Up,"Feb 14, 2021",60,6.93,,
Michael,Gorman,Panther Tune-Up,"Feb 14, 2021",200,22.27,,
Michael,Gorman,UW-Parkside Triangular,"Feb  5- 6, 2021",55,6.48,,
Michael,Gorman,UW-Parkside Triangular,"Feb  5- 6, 2021",200,22.34,,
Michael,Gorman,John Tierney Classic,"Jan 23, 2021",60,6.85,,
Michael,Gorman,John Tierney Classic,"Jan 23, 2021",200,22.29,,
Michael,Gorman,The Panther Invite,"Jan  9, 2021",60,6.86,,
Michael,Gorman,The Panther Invite,"Jan  9, 2021",60,6.86,,
Michael,Gorman,The Panther Invite,"Jan  9, 2021",200,22.17,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60,6.92,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60,6.91,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",200,22.17,,
Michael,Gorman,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",200,22.18,,
Michael,Gorman,Panther Tune-Up,"Feb 22, 2020",60,6.88,,
Michael,Gorman,GVSU Big Meet Invite (Friday),"Feb 14, 2020",60,6.91,,
Michael,Gorman,GVSU Big Meet Invite (Friday),"Feb 14, 2020",60,6.93,,
Michael,Gorman,2020 Meyo Invitational,"Feb  7- 8, 2020",60,6.97,,
Michael,Gorman,2020 Meyo Invitational,"Feb  7- 8, 2020",60,6.90,,
Michael,Gorman,2020 ONU Invitational,"Feb  1, 2020",200,23.18,,
Michael,Gorman,Illini Invitational,"Jan 24-25, 2020",60,6.96,,
Michael,Gorman,Illini Invitational,"Jan 24-25, 2020",60,6.98,,
Michael,Gorman,John Tierney Classic,"Jan 18, 2020",60,6.94,,
Michael,Gorman,John Tierney Classic,"Jan 18, 2020",200,22.82,,
Michael,Gorman,Gene Edmonds Memorial,"Jan 10-11, 2020",60,7.05,,
Michael,Gorman,Gene Edmonds Memorial,"Jan 10-11, 2020",60,7.02,,
Michael,Gorman,Gene Edmonds Memorial,"Jan 10-11, 2020",200,23.07,,
Obi,Iwuagwu,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",LJ,7.07m,(+0.0),"23' 2.5"""
Obi,Iwuagwu,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",TJ,14.53m,(+0.0),"47' 8"""
Obi,Iwuagwu,Illini Invitational,"Apr 22-23, 2022",LJ,7.23m,(4.1),"23' 8.75"""
Obi,Iwuagwu,Illini Invitational,"Apr 22-23, 2022",TJ,14.72m,(5.3),"48' 3.5"""
Obi,Iwuagwu,44 Farms Team Invitational,"Apr  8- 9, 2022",LJ,6.89m,(4.5),"22' 7.25"""
Obi,Iwuagwu,44 Farms Team Invitational,"Apr  8- 9, 2022",TJ,14.42m,(1.8),"47' 3.75"""
Obi,Iwuagwu,Redbird Invite,"Apr  1- 2, 2022",TJ,14.50m,,"47' 7"""
Obi,Iwuagwu,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",LJ,7.32m,,"24' 0.25"""
Obi,Iwuagwu,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",TJ,14.95m,,"49' 0.75"""
Obi,Iwuagwu,2022 Hoosier Hills,"Feb 11, 2022",LJ,6.40m,,"21' 0"""
Obi,Iwuagwu,2022 Hoosier Hills,"Feb 11, 2022",TJ,14.48m,,"47' 6.25"""
Obi,Iwuagwu,John Tierney Classic,"Jan 29, 2022",LJ,7.25m,,"23' 9.5"""
Obi,Iwuagwu,John Tierney Classic,"Jan 29, 2022",TJ,14.66m,,"48' 1.25"""
Obi,Iwuagwu,John Gartland Invitational,"Jan 21-22, 2022",TJ,13.82m,,"45' 4.25"""
Obi,Iwuagwu,Hawkeye Invite,"Jan 14-15, 2022",LJ,7.24m,,"23' 9"""
Obi,Iwuagwu,Hawkeye Invite,"Jan 14-15, 2022",TJ,FOUL,,NM
Obi,Iwuagwu,John Kruchoski Open,"May 15, 2021",TJ,14.28m,(3.4),"46' 10.25"""
Obi,Iwuagwu,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",LJ,7.17m,(2.0),"23' 6.25"""
Obi,Iwuagwu,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",TJ,15.02m,,"49' 3.5"""
Obi,Iwuagwu,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",LJ,6.76m,(+0.0),"22' 2.25"""
Obi,Iwuagwu,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",TJ,14.84m,(1.0),"48' 8.25"""
Obi,Iwuagwu,Big Blue Classic,"Apr  9-10, 2021",TJ,14.97m,(2.0),"49' 1.5"""
Obi,Iwuagwu,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",LJ,6.84m,,"22' 5.25"""
Obi,Iwuagwu,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",TJ,14.34m,,"47' 0.75"""
Obi,Iwuagwu,Panther Tune-Up,"Feb 14, 2021",TJ,14.85m,,"48' 8.75"""
Obi,Iwuagwu,John Tierney Classic,"Jan 23, 2021",LJ,7.09m,,"23' 3.25"""
Obi,Iwuagwu,John Tierney Classic,"Jan 23, 2021",TJ,14.66m,,"48' 1.25"""
Obi,Iwuagwu,The Panther Invite,"Jan  9, 2021",TJ,14.57m,,"47' 9.75"""
Obi,Iwuagwu,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",TJ,14.11m,,"46' 3.5"""
Obi,Iwuagwu,Panther Tune-Up,"Feb 22, 2020",TJ,13.91m,,"45' 7.75"""
Obi,Iwuagwu,John Tierney Classic,"Jan 18, 2020",LJ,6.71m,,"22' 0.25"""
Jack,Johnson,John Gartland Invitational,"Jan 21-22, 2022",PV,NH,,NH
Jack,Johnson,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",PV,4.67m,,"15' 3.75"""
Jack,Johnson,Valpo Invitational,"May  1, 2021",PV,4.50m,,"14' 9"""
Jack,Johnson,Clark Wood Invitational,"Apr 23-24, 2021",PV,4.41m,,"14' 5.5"""
Jack,Johnson,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",PV,4.30m,,"14' 1.25"""
Jack,Johnson,Big Blue Classic,"Apr  9-10, 2021",PV,NH,,NH
Jack,Johnson,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",PV,4.40m,,"14' 5.25"""
Jack,Johnson,John Tierney Classic,"Jan 23, 2021",PV,4.60m,,"15' 1"""
Jack,Johnson,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",PV,4.70m,,"15' 5"""
Jack,Johnson,Panther Tune-Up,"Feb 22, 2020",PV,4.73m,,"15' 6.25"""
Jack,Johnson,GVSU Big Meet (Saturday),"Feb 15, 2020",PV,4.52m,,"14' 10"""
Jack,Johnson,Gene Edmonds Memorial,"Jan 10-11, 2020",PV,NH,,NH
Jack,Johnson,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",PV,4.65m,,"15' 3"""
Jack,Johnson,2019 Lenny Lyles-Clark Wood Invitational,"Apr 26-27, 2019",PV,NH,,NH
Jack,Johnson,Kentucky Track & Field Invitational,"Apr 20, 2019",PV,4.50m,,"14' 9"""
Jack,Johnson,Illinois Twilight,"Apr 13, 2019",PV,4.40m,,"14' 5.25"""
Jack,Johnson,Jack Shaw Classic,"Apr  5, 2019",PV,NH,,NH
Jack,Johnson,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2019",PV,4.55m,,"14' 11"""
Jack,Johnson,Panther TuneUp,"Feb 16, 2019",PV,4.82m,,"15' 9.75"""
Jack,Johnson,GVSU Big Meet (Saturday),"Feb  9, 2019",PV,4.41m,,"14' 5.5"""
Jack,Johnson,2019 Meyo Invitational,"Feb  1- 2, 2019",PV,4.60m,,"15' 1"""
Jack,Johnson,2019 Illini Invitational,"Jan 25-26, 2019",PV,4.62m,,"15' 1.75"""
Jack,Johnson,John Tierney Classic,"Jan 19, 2019",PV,4.50m,,"14' 9"""
Jack,Johnson,Badger Icebreaker,"Jan 12, 2019",PV,4.30m,,"14' 1.25"""
Jack,Johnson,Horizon League Outdoor Track & Field Championships,"May  4- 6, 2018",PV,4.11m,,"13' 5.75"""
Jack,Johnson,DePaul Invitational,"Apr 21, 2018",PV,4.35m,,"14' 3.25"""
Jack,Johnson,Benedictine Relays and Invitational,"Apr 13-14, 2018",PV,4.00m,,"13' 1.5"""
Jack,Johnson,Gibson Invitational,"Apr  6- 7, 2018",PV,4.25m,,"13' 11.25"""
Jack,Johnson,2018 EIU Big Blue Classic,"Mar 30-31, 2018",PV,4.30m,,"14' 1.25"""
Jack,Johnson,SIU Bill Cornell Spring Classic,"Mar 23-24, 2018",PV,3.96m,,"12' 11.75"""
Jack,Johnson,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2018",PV,4.25m,,"13' 11.25"""
Jack,Johnson,Panther TuneUp,"Feb 17, 2018",PV,4.27m,,"14' 0"""
